Data,Nome,Edicao,Num,Extras,Qtd,Preco_Unit,Preco_Total
2025-04-17,"Verdant Catacombs","Phyrexia: All Will Be One","216","Etched",2,28.05,56.11
2025-04-17,"Vampiric Tutor","Streets of New Capenna","291","Foil",1,16.58,16.58
2025-04-17,"Dark Confidant","The Lord of the Rings","217","",1,3.28,3.28
2025-04-17,"Sheoldred, the Apocalypse","Alpha","165","Prerelease",2,124.55,249.11
2025-04-17,"Avacyn, Angel of Hope","Ixalan","138","",3,14.90,44.71
2025-04-17,"Teferi's Protection","The Lord of the Rings","105","",3,9.23,27.69
2025-04-17,"Arid Mesa","Future Sight","176","Prerelease",1,1.34,1.34
2025-04-17,"Vraska the Unseen","Revised","169","",1,1.80,1.80
2025-04-17,"Liliana's Triumph","Magic 2010","226","Prerelease",3,1.39,4.18
2025-04-17,"Kodama's Reach","Modern Horizons 2","145","",2,2.10,4.19
2025-04-17,"Brisela, Voice of Nightmares","The Lord of the Rings","94","",3,18.64,55.91
2025-04-17,"Ragavan, Nimble Pilferer","Dominaria United","243","Foil",2,557.97,1115.93
2025-04-17,"Thoughtseize","Phyrexia: All Will Be One","193","",4,13.37,53.49
2025-04-17,"Gaea's Cradle","Dominaria United","143","Foil",4,712.36,2849.42
2025-04-17,"Fyndhorn Elves","Innistrad: Midnight Hunt","14","",2,20.44,40.89
2025-04-17,"Fabled Passage","Fourth Edition","126","Foil",3,7.77,23.32
2025-04-17,"Nicol Bolas, the Ravager","Modern Horizons 2","59","Prerelease",4,2.34,9.36
2025-04-17,"Urborg, Tomb of Yawgmoth","March of the Machine","21","",1,11.23,11.23
2025-04-17,"Mana Crypt","Time Spiral","105","",4,431.79,1727.16
2025-04-17,"Jitte","Revised","253","",4,22.54,90.14
2025-04-17,"Lightning Bolt","Commander Masters","288","Etched",2,14.70,29.40
2025-04-17,"Force of Will","Modern Horizons 2","235","Prerelease",3,343.71,1031.12
2025-04-17,"Craterhoof Behemoth","The Brothers' War","207","",1,14.81,14.81
2025-04-17,"Sword of Fire and Ice","March of the Machine","71","Prerelease",4,17.11,68.45
2025-04-17,"Tamiyo, Field Researcher","The Lost Caverns of Ixalan","238","Etched",1,28.27,28.27
2025-04-17,"Birds of Paradise","Innistrad: Midnight Hunt","8","",1,16.09,16.09
2025-04-17,"Cabal Coffers","Magic 2012","84","Prerelease",2,5.30,10.59
2025-04-17,"Mox Diamond","Beta","247","",3,1938.60,5815.79
2025-04-17,"Sylvan Library","Commander Masters","32","Foil",1,6.18,6.18
2025-04-17,"Sword of War and Peace","Modern Horizons 2","173","",2,12.31,24.62
2025-04-17,"Ob Nixilis Reignited","Modern Horizons 2","182","",3,14.66,43.97
2025-04-17,"Scalding Tarn","The Brothers' War","245","",1,12.66,12.66
2025-04-17,"Kiora, Behemoth Beckoner","Streets of New Capenna","90","Prerelease",1,12.94,12.94
2025-04-17,"Elesh Norn, Grand Cenobite","Strixhaven","187","Foil",1,17.93,17.93
2025-04-17,"Field of the Dead","Magic 2011","259","Prerelease",1,4.52,4.52
2025-04-17,"Elvish Mystic","Magic 2010","211","",3,1.99,5.98
2025-04-17,"Karn, Scion of Urza","Future Sight","121","Prerelease",2,8.87,17.75
2025-04-17,"Wrath of God","Modern Horizons 2","222","Foil",4,18.63,74.52
2025-04-17,"Xenagos, God of Revels","Ixalan","277","Prerelease",4,7.33,29.32
2025-04-17,"Griselbrand","Ixalan","297","Prerelease",4,19.48,77.94
2025-04-17,"Sword of Fire and Ice","Magic 2010","41","Prerelease",1,20.57,20.57
2025-04-17,"Sensei's Divining Top","Magic 2013","234","Etched",4,2.40,9.61
2025-04-17,"Mox Diamond","Modern Horizons 2","253","",4,3420.33,13681.31
2025-04-17,"Wooded Foothills","The Brothers' War","104","",2,10.89,21.79
2025-04-17,"Misty Rainforest","Unlimited","251","",2,15.90,31.80
2025-04-17,"Xenagos, the Reveler","Innistrad: Midnight Hunt","257","Prerelease",1,15.32,15.32
2025-04-17,"Felidar Guardian","Future Sight","161","",4,12.50,50.01
2025-04-17,"Sheoldred, the Apocalypse","Ikoria: Lair of Behemoths","192","Foil",1,371.17,371.17
2025-04-17,"Batterskull","Beta","82","",1,0.98,0.98
2025-04-17,"Demonic Tutor","Ikoria: Lair of Behemoths","230","",4,2.24,8.97
2025-04-17,"Path to Exile","Magic 2010","49","Prerelease",3,30.64,91.93
2025-04-17,"Xenagos, the Reveler","The Lost Caverns of Ixalan","227","",3,8.58,25.74
2025-04-17,"Jitte","Zendikar Rising","66","Etched",4,13.69,54.75
2025-04-17,"Ral Zarek","Fourth Edition","27","Etched",3,13.83,41.50
2025-04-17,"Scute Swarm","Innistrad: Midnight Hunt","13","",3,7.06,21.18
2025-04-17,"Swords to Plowshares","Streets of New Capenna","195","",4,10.18,40.71
2025-04-17,"Polluted Delta","Ixalan","221","",3,8.02,24.07
2025-04-17,"Tundra","Theros Beyond Death","180","Foil",3,15.97,47.90
2025-04-17,"Craterhoof Behemoth","Wilds of Eldraine","215","",2,12.14,24.29
2025-04-17,"Liliana of the Veil","Commander Masters","254","",1,2.71,2.71
2025-04-17,"Sylvan Library","Modern Horizons 2","122","",4,11.31,45.24
2025-04-17,"Counterspell","Ixalan","165","Etched",2,31.66,63.33
2025-04-17,"Force of Will","Dominaria United","248","",3,149.91,449.72
2025-04-17,"Mystic Remora","Future Sight","54","Foil",2,9.04,18.09
2025-04-17,"Thoughtseize","Beta","294","",2,18.87,37.75
2025-04-17,"Cabal Coffers","Ikoria: Lair of Behemoths","255","Prerelease",4,30.87,123.49
2025-04-18,"Vraska the Unseen","Magic 2013","77","Foil",4,31.32,125.29
2025-04-18,"Arid Mesa","Magic 2011","109","",2,8.38,16.76
2025-04-18,"Saheeli Rai","Ixalan","281","Etched",4,5.90,23.60
2025-04-18,"Dark Depths","Wilds of Eldraine","220","Prerelease",1,7.92,7.92
2025-04-18,"Aether Vial","The Brothers' War","114","Foil",3,27.28,81.83
2025-04-18,"Narset, Parter of Veils","Modern Horizons 2","240","",1,15.66,15.66
2025-04-18,"Misty Rainforest","The Brothers' War","61","",2,14.38,28.75
2025-04-18,"Kiora, Behemoth Beckoner","Phyrexia: All Will Be One","264","",3,14.54,43.62
2025-04-18,"Xenagos, the Reveler","Alpha","179","Prerelease",2,15.53,31.06
2025-04-18,"Xenagos, God of Revels","Wilds of Eldraine","86","Foil",4,1.36,5.44
2025-04-18,"Wooded Foothills","Unlimited","128","",4,22.57,90.29
2025-04-18,"Teferi's Protection","Future Sight","55","",1,12.07,12.07
2025-04-18,"Saheeli Rai","Time Spiral","289","",3,2.58,7.74
2025-04-18,"Craterhoof Behemoth","Phyrexia: All Will Be One","59","",4,15.29,61.14
2025-04-18,"Dark Ritual","Unfinity","39","Foil",1,8.97,8.97
2025-04-18,"Doubling Season","Ixalan","168","",2,745.50,1491.00
2025-04-18,"Field of the Dead","Magic 2013","99","",4,3.83,15.32
2025-04-18,"Nicol Bolas, the Ravager","Ixalan","93","",2,14.38,28.75
2025-04-18,"Lightning Bolt","Unfinity","25","Etched",3,5.47,16.41
2025-04-18,"Esper Sentinel","Unfinity","281","",1,34.63,34.63
2025-04-18,"Urborg, Tomb of Yawgmoth","Ixalan","286","",2,7.69,15.38
2025-04-18,"Rhystic Study","Unfinity","163","Foil",2,25.82,51.64
2025-04-18,"Path to Exile","Dominaria United","241","Foil",4,19.32,77.28
2025-04-18,"Brainstorm","Dominaria United","95","",4,21.15,84.60
2025-04-18,"Marsh Flats","Innistrad: Midnight Hunt","158","Prerelease",1,21.62,21.62
2025-04-18,"Hangarback Walker","Unlimited","182","Prerelease",3,31.21,93.62
2025-04-18,"Chandra, Torch of Defiance","Ixalan","133","Prerelease",1,29.61,29.61
2025-04-18,"Gaea's Cradle","March of the Machine","202","Etched",4,1332.20,5328.79
2025-04-18,"Dark Depths","Dominaria United","88","",3,6.20,18.61
2025-04-18,"Phyrexian Obliterator","Alpha","51","Etched",2,27.54,55.08
2025-04-18,"Craterhoof Behemoth","Fourth Edition","90","",3,13.32,39.95
2025-04-18,"Birds of Paradise","Ixalan","131","Foil",2,5.06,10.13
2025-04-18,"Mana Crypt","Zendikar Rising","145","",4,225.41,901.63
2025-04-18,"Urza's Saga","Time Spiral","74","",1,5.10,5.10
2025-04-18,"Ragavan, Nimble Pilferer","Ixalan","245","",3,275.11,825.34
2025-04-18,"Supreme Verdict","Innistrad: Midnight Hunt","146","Prerelease",4,7.78,31.14
2025-04-18,"Supreme Verdict","Adventures in the Forgotten Realms","196","",2,2.90,5.80
2025-04-18,"Kiora, Behemoth Beckoner","Commander Masters","115","",3,2.22,6.67
2025-04-18,"Sorin Markov","Strixhaven","14","Prerelease",2,25.15,50.30
2025-04-18,"Mox Diamond","Wilds of Eldraine","255","Prerelease",3,6106.59,18319.78
2025-04-18,"Path to Exile","Unfinity","10","Etched",3,7.06,21.17
2025-04-18,"Xenagos, God of Revels","Alpha","256","",4,2.16,8.63
2025-04-18,"Dark Ritual","Ikoria: Lair of Behemoths","50","Foil",1,28.12,28.12
2025-04-18,"Phyrexian Obliterator","Magic 2010","280","Foil",2,5.90,11.80
2025-04-18,"Tarmogoyf","Ixalan","217","",1,2.72,2.72
2025-04-18,"Mox Diamond","Strixhaven","177","Foil",1,6747.81,6747.81
2025-04-18,"Demonic Tutor","March of the Machine","32","Foil",1,2.39,2.39
2025-04-18,"Gaea's Cradle","Kaladesh Remastered","185","",4,2422.97,9691.89
2025-04-18,"Tarmogoyf","Phyrexia: All Will Be One","156","Etched",2,2.05,4.11
2025-04-18,"Orcish Bowmasters","Revised","243","",3,4.86,14.58
2025-04-18,"Sword of Fire and Ice","Unlimited","188","Etched",3,9.77,29.32
2025-04-18,"Inquisition of Kozilek","Streets of New Capenna","254","",3,3.32,9.97
2025-04-18,"Arid Mesa","Wilds of Eldraine","34","",3,2.06,6.19
2025-04-18,"Elvish Mystic","Kaladesh Remastered","36","",2,12.70,25.41
2025-04-18,"Misty Rainforest","Theros Beyond Death","262","Foil",2,8.85,17.71
2025-04-18,"Dockside Extortionist","Revised","85","",3,9.80,29.39
2025-04-18,"Kiora, Behemoth Beckoner","Beta","77","",1,12.11,12.11
2025-04-18,"Demonic Tutor","Phyrexia: All Will Be One","29","",4,5.80,23.21
2025-04-18,"Inquisition of Kozilek","Fourth Edition","224","",2,16.04,32.08
2025-04-18,"Xenagos, God of Revels","Commander Masters","28","",1,15.26,15.26
2025-04-18,"Jitte","Future Sight","194","",4,17.59,70.36
2025-04-18,"Volcanic Island","Unfinity","276","",3,822.85,2468.56
2025-04-18,"Lotus Cobra","Fourth Edition","63","",3,2331.88,6995.65
2025-04-18,"Chandra, Torch of Defiance","The Lord of the Rings","201","",1,1.92,1.92
2025-04-18,"Flooded Strand","The Lord of the Rings","265","Foil",2,12.65,25.29
2025-04-18,"Demonic Tutor","Kaladesh Remastered","111","",1,3.78,3.78
2025-04-18,"Sword of Body and Mind","Innistrad: Midnight Hunt","74","",1,4.88,4.88
2025-04-18,"Sensei's Divining Top","Fourth Edition","299","Prerelease",1,20.94,20.94
2025-04-18,"Demonic Tutor","The Lord of the Rings","289","",3,16.08,48.25
2025-04-18,"Scalding Tarn","Theros Beyond Death","186","",4,11.54,46.18
2025-04-18,"Ancient Tomb","Commander Masters","258","Prerelease",1,16.47,16.47
2025-04-18,"Cabal Coffers","The Lost Caverns of Ixalan","265","Foil",4,16.52,66.06
2025-04-18,"Orcish Bowmasters","Zendikar Rising","268","Foil",1,10.05,10.05
2025-04-18,"Phyrexian Obliterator","Commander Masters","166","Foil",2,35.59,71.19
2025-04-18,"Demonic Tutor","The Brothers' War","88","Etched",1,9.58,9.58
2025-04-18,"Sword of War and Peace","Revised","156","",1,11.03,11.03
2025-04-18,"Path to Exile","Unfinity","154","",2,0.82,1.64
2025-04-18,"The Ur-Dragon","Innistrad: Midnight Hunt","67","",2,11.85,23.70
2025-04-18,"Emrakul, the Aeons Torn","Unfinity","253","",2,7.25,14.51
2025-04-18,"Wrath of God","Future Sight","230","",1,1.40,1.40
2025-04-18,"Sword of Body and Mind","Wilds of Eldraine","239","Foil",4,2.61,10.43
2025-04-18,"Sheoldred, the Apocalypse","Revised","271","Etched",2,389.78,779.56
2025-04-18,"Force of Will","Magic 2012","256","",4,324.87,1299.46
2025-04-18,"Cabal Coffers","Phyrexia: All Will Be One","7","Foil",1,8.94,8.94
2025-04-18,"Verdant Catacombs","Phyrexia: All Will Be One","216","Etched",2,28.60,57.20
2025-04-18,"Vampiric Tutor","Streets of New Capenna","291","Foil",1,16.55,16.55
2025-04-18,"Dark Confidant","The Lord of the Rings","217","",1,3.28,3.28
2025-04-18,"Sheoldred, the Apocalypse","Alpha","165","Prerelease",2,123.50,246.99
2025-04-18,"Avacyn, Angel of Hope","Ixalan","138","",3,15.32,45.95
2025-04-18,"Teferi's Protection","The Lord of the Rings","105","",3,9.27,27.82
2025-04-18,"Arid Mesa","Future Sight","176","Prerelease",1,1.34,1.34
2025-04-18,"Vraska the Unseen","Revised","169","",1,1.82,1.82
2025-04-18,"Liliana's Triumph","Magic 2010","226","Prerelease",3,1.39,4.17
2025-04-18,"Kodama's Reach","Modern Horizons 2","145","",2,2.07,4.14
2025-04-18,"Brisela, Voice of Nightmares","The Lord of the Rings","94","",3,18.95,56.84
2025-04-18,"Ragavan, Nimble Pilferer","Dominaria United","243","Foil",2,555.53,1111.05
2025-04-18,"Thoughtseize","Phyrexia: All Will Be One","193","",4,13.72,54.87
2025-04-18,"Gaea's Cradle","Dominaria United","143","Foil",4,719.56,2878.25
2025-04-18,"Fyndhorn Elves","Innistrad: Midnight Hunt","14","",2,20.51,41.02
2025-04-18,"Fabled Passage","Fourth Edition","126","Foil",3,7.82,23.46
2025-04-18,"Nicol Bolas, the Ravager","Modern Horizons 2","59","Prerelease",4,2.43,9.72
2025-04-18,"Urborg, Tomb of Yawgmoth","March of the Machine","21","",1,11.38,11.38
2025-04-18,"Mana Crypt","Time Spiral","105","",4,429.95,1719.79
2025-04-18,"Jitte","Revised","253","",4,22.12,88.46
2025-04-18,"Lightning Bolt","Commander Masters","288","Etched",2,14.91,29.82
2025-04-18,"Force of Will","Modern Horizons 2","235","Prerelease",3,346.33,1038.99
2025-04-18,"Craterhoof Behemoth","The Brothers' War","207","",1,14.90,14.90
2025-04-18,"Sword of Fire and Ice","March of the Machine","71","Prerelease",4,17.07,68.28
2025-04-18,"Tamiyo, Field Researcher","The Lost Caverns of Ixalan","238","Etched",1,29.38,29.38
2025-04-18,"Birds of Paradise","Innistrad: Midnight Hunt","8","",1,15.91,15.91
2025-04-18,"Cabal Coffers","Magic 2012","84","Prerelease",2,5.23,10.46
2025-04-18,"Mox Diamond","Beta","247","",3,1990.65,5971.95
2025-04-18,"Sylvan Library","Commander Masters","32","Foil",1,6.15,6.15
2025-04-18,"Sword of War and Peace","Modern Horizons 2","173","",2,12.33,24.66
2025-04-18,"Ob Nixilis Reignited","Modern Horizons 2","182","",3,14.40,43.20
2025-04-18,"Scalding Tarn","The Brothers' War","245","",1,13.09,13.09
2025-04-18,"Kiora, Behemoth Beckoner","Streets of New Capenna","90","Prerelease",1,12.88,12.88
2025-04-18,"Elesh Norn, Grand Cenobite","Strixhaven","187","Foil",1,18.13,18.13
2025-04-18,"Field of the Dead","Magic 2011","259","Prerelease",1,4.55,4.55
2025-04-18,"Elvish Mystic","Magic 2010","211","",3,1.99,5.97
2025-04-18,"Karn, Scion of Urza","Future Sight","121","Prerelease",2,8.93,17.87
2025-04-18,"Wrath of God","Modern Horizons 2","222","Foil",4,18.37,73.47
2025-04-18,"Xenagos, God of Revels","Ixalan","277","Prerelease",4,7.40,29.58
2025-04-18,"Griselbrand","Ixalan","297","Prerelease",4,19.73,78.90
2025-04-18,"Sword of Fire and Ice","Magic 2010","41","Prerelease",1,20.88,20.88
2025-04-18,"Sensei's Divining Top","Magic 2013","234","Etched",4,2.43,9.72
2025-04-18,"Mox Diamond","Modern Horizons 2","253","",4,3504.82,14019.29
2025-04-18,"Wooded Foothills","The Brothers' War","104","",2,10.99,21.98
2025-04-18,"Misty Rainforest","Unlimited","251","",2,15.90,31.81
2025-04-18,"Xenagos, the Reveler","Innistrad: Midnight Hunt","257","Prerelease",1,14.78,14.78
2025-04-18,"Felidar Guardian","Future Sight","161","",4,11.95,47.80
2025-04-18,"Sheoldred, the Apocalypse","Ikoria: Lair of Behemoths","192","Foil",1,364.41,364.41
2025-04-18,"Batterskull","Beta","82","",1,0.96,0.96
2025-04-18,"Demonic Tutor","Ikoria: Lair of Behemoths","230","",4,2.20,8.79
2025-04-18,"Path to Exile","Magic 2010","49","Prerelease",3,30.70,92.09
2025-04-18,"Xenagos, the Reveler","The Lost Caverns of Ixalan","227","",3,8.22,24.66
2025-04-18,"Jitte","Zendikar Rising","66","Etched",4,13.41,53.65
2025-04-18,"Ral Zarek","Fourth Edition","27","Etched",3,13.68,41.04
2025-04-18,"Scute Swarm","Innistrad: Midnight Hunt","13","",3,7.06,21.18
2025-04-18,"Swords to Plowshares","Streets of New Capenna","195","",4,9.91,39.63
2025-04-18,"Polluted Delta","Ixalan","221","",3,7.75,23.24
2025-04-18,"Tundra","Theros Beyond Death","180","Foil",3,16.10,48.30
2025-04-18,"Craterhoof Behemoth","Wilds of Eldraine","215","",2,11.80,23.61
2025-04-18,"Liliana of the Veil","Commander Masters","254","",1,2.79,2.79
2025-04-18,"Sylvan Library","Modern Horizons 2","122","",4,11.27,45.06
2025-04-18,"Counterspell","Ixalan","165","Etched",2,30.43,60.87
2025-04-18,"Force of Will","Dominaria United","248","",3,147.60,442.80
2025-04-18,"Mystic Remora","Future Sight","54","Foil",2,9.04,18.08
2025-04-18,"Thoughtseize","Beta","294","",2,18.93,37.86
2025-04-18,"Cabal Coffers","Ikoria: Lair of Behemoths","255","Prerelease",4,30.54,122.15
2025-04-19,"Vraska the Unseen","Magic 2013","77","Foil",4,31.31,125.22
2025-04-19,"Arid Mesa","Magic 2011","109","",2,8.41,16.82
2025-04-19,"Saheeli Rai","Ixalan","281","Etched",4,5.93,23.72
2025-04-19,"Dark Depths","Wilds of Eldraine","220","Prerelease",1,7.69,7.69
2025-04-19,"Aether Vial","The Brothers' War","114","Foil",3,27.12,81.35
2025-04-19,"Narset, Parter of Veils","Modern Horizons 2","240","",1,16.29,16.29
2025-04-19,"Misty Rainforest","The Brothers' War","61","",2,14.84,29.67
2025-04-19,"Kiora, Behemoth Beckoner","Phyrexia: All Will Be One","264","",3,14.56,43.69
2025-04-19,"Xenagos, the Reveler","Alpha","179","Prerelease",2,16.21,32.43
2025-04-19,"Xenagos, God of Revels","Wilds of Eldraine","86","Foil",4,1.41,5.65
2025-04-19,"Wooded Foothills","Unlimited","128","",4,22.37,89.47
2025-04-19,"Teferi's Protection","Future Sight","55","",1,11.86,11.86
2025-04-19,"Saheeli Rai","Time Spiral","289","",3,2.66,7.98
2025-04-19,"Craterhoof Behemoth","Phyrexia: All Will Be One","59","",4,15.16,60.65
2025-04-19,"Dark Ritual","Unfinity","39","Foil",1,8.76,8.76
2025-04-19,"Doubling Season","Ixalan","168","",2,741.33,1482.66
2025-04-19,"Field of the Dead","Magic 2013","99","",4,3.85,15.39
2025-04-19,"Nicol Bolas, the Ravager","Ixalan","93","",2,14.62,29.24
2025-04-19,"Lightning Bolt","Unfinity","25","Etched",3,5.33,15.98
2025-04-19,"Esper Sentinel","Unfinity","281","",1,34.53,34.53
2025-04-19,"Urborg, Tomb of Yawgmoth","Ixalan","286","",2,7.80,15.60
2025-04-19,"Rhystic Study","Unfinity","163","Foil",2,26.25,52.50
2025-04-19,"Path to Exile","Dominaria United","241","Foil",4,18.92,75.67
2025-04-19,"Brainstorm","Dominaria United","95","",4,20.89,83.56
2025-04-19,"Marsh Flats","Innistrad: Midnight Hunt","158","Prerelease",1,21.87,21.87
2025-04-19,"Hangarback Walker","Unlimited","182","Prerelease",3,31.68,95.03
2025-04-19,"Chandra, Torch of Defiance","Ixalan","133","Prerelease",1,28.15,28.15
2025-04-19,"Gaea's Cradle","March of the Machine","202","Etched",4,1320.93,5283.73
2025-04-19,"Dark Depths","Dominaria United","88","",3,6.17,18.51
2025-04-19,"Phyrexian Obliterator","Alpha","51","Etched",2,27.21,54.42
2025-04-19,"Craterhoof Behemoth","Fourth Edition","90","",3,12.92,38.76
2025-04-19,"Birds of Paradise","Ixalan","131","Foil",2,5.12,10.25
2025-04-19,"Mana Crypt","Zendikar Rising","145","",4,221.18,884.70
2025-04-19,"Urza's Saga","Time Spiral","74","",1,5.20,5.20
2025-04-19,"Ragavan, Nimble Pilferer","Ixalan","245","",3,279.56,838.67
2025-04-19,"Supreme Verdict","Innistrad: Midnight Hunt","146","Prerelease",4,7.81,31.25
2025-04-19,"Supreme Verdict","Adventures in the Forgotten Realms","196","",2,2.89,5.78
2025-04-19,"Kiora, Behemoth Beckoner","Commander Masters","115","",3,2.19,6.58
2025-04-19,"Sorin Markov","Strixhaven","14","Prerelease",2,25.87,51.74
2025-04-19,"Mox Diamond","Wilds of Eldraine","255","Prerelease",3,6178.76,18536.29
2025-04-19,"Path to Exile","Unfinity","10","Etched",3,7.38,22.13
2025-04-19,"Xenagos, God of Revels","Alpha","256","",4,2.17,8.69
2025-04-19,"Dark Ritual","Ikoria: Lair of Behemoths","50","Foil",1,28.27,28.27
2025-04-19,"Phyrexian Obliterator","Magic 2010","280","Foil",2,5.83,11.66
2025-04-19,"Tarmogoyf","Ixalan","217","",1,2.70,2.70
2025-04-19,"Mox Diamond","Strixhaven","177","Foil",1,6799.47,6799.47
2025-04-19,"Demonic Tutor","March of the Machine","32","Foil",1,2.39,2.39
2025-04-19,"Gaea's Cradle","Kaladesh Remastered","185","",4,2382.74,9530.98
2025-04-19,"Tarmogoyf","Phyrexia: All Will Be One","156","Etched",2,2.01,4.02
2025-04-19,"Orcish Bowmasters","Revised","243","",3,4.96,14.88
2025-04-19,"Sword of Fire and Ice","Unlimited","188","Etched",3,9.52,28.55
2025-04-19,"Inquisition of Kozilek","Streets of New Capenna","254","",3,3.34,10.01
2025-04-19,"Arid Mesa","Wilds of Eldraine","34","",3,2.10,6.29
2025-04-19,"Elvish Mystic","Kaladesh Remastered","36","",2,12.76,25.52
2025-04-19,"Misty Rainforest","Theros Beyond Death","262","Foil",2,8.76,17.53
2025-04-19,"Dockside Extortionist","Revised","85","",3,9.55,28.66
2025-04-19,"Kiora, Behemoth Beckoner","Beta","77","",1,12.25,12.25
2025-04-19,"Demonic Tutor","Phyrexia: All Will Be One","29","",4,5.78,23.11
2025-04-19,"Inquisition of Kozilek","Fourth Edition","224","",2,16.01,32.02
2025-04-19,"Xenagos, God of Revels","Commander Masters","28","",1,15.39,15.39
2025-04-19,"Jitte","Future Sight","194","",4,17.99,71.96
2025-04-19,"Volcanic Island","Unfinity","276","",3,834.55,2503.64
2025-04-19,"Lotus Cobra","Fourth Edition","63","",3,2349.01,7047.03
2025-04-19,"Chandra, Torch of Defiance","The Lord of the Rings","201","",1,1.91,1.91
2025-04-19,"Flooded Strand","The Lord of the Rings","265","Foil",2,12.67,25.34
2025-04-19,"Demonic Tutor","Kaladesh Remastered","111","",1,3.75,3.75
2025-04-19,"Sword of Body and Mind","Innistrad: Midnight Hunt","74","",1,4.84,4.84
2025-04-19,"Sensei's Divining Top","Fourth Edition","299","Prerelease",1,21.15,21.15
2025-04-19,"Demonic Tutor","The Lord of the Rings","289","",3,16.18,48.55
2025-04-19,"Scalding Tarn","Theros Beyond Death","186","",4,11.53,46.13
2025-04-19,"Ancient Tomb","Commander Masters","258","Prerelease",1,16.40,16.40
2025-04-19,"Cabal Coffers","The Lost Caverns of Ixalan","265","Foil",4,17.16,68.66
2025-04-19,"Orcish Bowmasters","Zendikar Rising","268","Foil",1,10.18,10.18
2025-04-19,"Phyrexian Obliterator","Commander Masters","166","Foil",2,34.27,68.53
2025-04-19,"Demonic Tutor","The Brothers' War","88","Etched",1,9.77,9.77
2025-04-19,"Sword of War and Peace","Revised","156","",1,11.24,11.24
2025-04-19,"Path to Exile","Unfinity","154","",2,0.80,1.60
2025-04-19,"The Ur-Dragon","Innistrad: Midnight Hunt","67","",2,11.63,23.26
2025-04-19,"Emrakul, the Aeons Torn","Unfinity","253","",2,7.05,14.11
2025-04-19,"Wrath of God","Future Sight","230","",1,1.44,1.44
2025-04-19,"Sword of Body and Mind","Wilds of Eldraine","239","Foil",4,2.60,10.42
2025-04-19,"Sheoldred, the Apocalypse","Revised","271","Etched",2,393.14,786.28
2025-04-19,"Force of Will","Magic 2012","256","",4,325.87,1303.48
2025-04-19,"Cabal Coffers","Phyrexia: All Will Be One","7","Foil",1,8.87,8.87
2025-04-19,"Verdant Catacombs","Phyrexia: All Will Be One","216","Etched",2,28.88,57.76
2025-04-19,"Vampiric Tutor","Streets of New Capenna","291","Foil",1,16.89,16.89
2025-04-19,"Dark Confidant","The Lord of the Rings","217","",1,3.40,3.40
2025-04-19,"Sheoldred, the Apocalypse","Alpha","165","Prerelease",2,122.55,245.09
2025-04-19,"Avacyn, Angel of Hope","Ixalan","138","",3,15.06,45.19
2025-04-19,"Teferi's Protection","The Lord of the Rings","105","",3,9.37,28.11
2025-04-19,"Arid Mesa","Future Sight","176","Prerelease",1,1.34,1.34
2025-04-19,"Vraska the Unseen","Revised","169","",1,1.84,1.84
2025-04-19,"Liliana's Triumph","Magic 2010","226","Prerelease",3,1.40,4.19
2025-04-19,"Kodama's Reach","Modern Horizons 2","145","",2,2.01,4.02
2025-04-19,"Brisela, Voice of Nightmares","The Lord of the Rings","94","",3,19.05,57.15
2025-04-19,"Ragavan, Nimble Pilferer","Dominaria United","243","Foil",2,553.78,1107.55
2025-04-19,"Thoughtseize","Phyrexia: All Will Be One","193","",4,13.36,53.43
2025-04-19,"Gaea's Cradle","Dominaria United","143","Foil",4,709.52,2838.07
2025-04-19,"Fyndhorn Elves","Innistrad: Midnight Hunt","14","",2,20.54,41.07
2025-04-19,"Fabled Passage","Fourth Edition","126","Foil",3,7.78,23.33
2025-04-19,"Nicol Bolas, the Ravager","Modern Horizons 2","59","Prerelease",4,2.49,9.97
2025-04-19,"Urborg, Tomb of Yawgmoth","March of the Machine","21","",1,11.64,11.64
2025-04-19,"Mana Crypt","Time Spiral","105","",4,432.02,1728.09
2025-04-19,"Jitte","Revised","253","",4,21.27,85.09
2025-04-19,"Lightning Bolt","Commander Masters","288","Etched",2,14.91,29.82
2025-04-19,"Force of Will","Modern Horizons 2","235","Prerelease",3,348.14,1044.43
2025-04-19,"Craterhoof Behemoth","The Brothers' War","207","",1,14.85,14.85
2025-04-19,"Sword of Fire and Ice","March of the Machine","71","Prerelease",4,17.08,68.33
2025-04-19,"Tamiyo, Field Researcher","The Lost Caverns of Ixalan","238","Etched",1,29.09,29.09
2025-04-19,"Birds of Paradise","Innistrad: Midnight Hunt","8","",1,15.88,15.88
2025-04-19,"Cabal Coffers","Magic 2012","84","Prerelease",2,5.29,10.59
2025-04-19,"Mox Diamond","Beta","247","",3,1968.81,5906.42
2025-04-19,"Sylvan Library","Commander Masters","32","Foil",1,6.05,6.05
2025-04-19,"Sword of War and Peace","Modern Horizons 2","173","",2,12.38,24.76
2025-04-19,"Ob Nixilis Reignited","Modern Horizons 2","182","",3,14.88,44.65
2025-04-19,"Scalding Tarn","The Brothers' War","245","",1,12.73,12.73
2025-04-19,"Kiora, Behemoth Beckoner","Streets of New Capenna","90","Prerelease",1,12.82,12.82
2025-04-19,"Elesh Norn, Grand Cenobite","Strixhaven","187","Foil",1,18.02,18.02
2025-04-19,"Field of the Dead","Magic 2011","259","Prerelease",1,4.59,4.59
2025-04-19,"Elvish Mystic","Magic 2010","211","",3,2.00,6.01
